item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000498,ORD000498,P00127,1,22562.62,22.1
ITEM000499,ORD000499,P00378,2,53059.25,28.82
ITEM000500,ORD000500,P00564,1,75678.82,25.85
ITEM000501,ORD000501,P00406,2,64565.57,33.44
ITEM000502,ORD000502,P00036,3,41827.74,30.26
ITEM000503,ORD000503,P00041,5,50310.19,28.69
ITEM000504,ORD000504,P00136,4,49298.65,2.72
ITEM000505,ORD000505,P00156,1,30255.15,37.6
ITEM000506,ORD000506,P00241,1,65647.03,38.89
ITEM000507,ORD000507,P00347,1,52101.07,30.03
ITEM000508,ORD000508,P00505,4,6948.2,20.99
ITEM000509,ORD000509,P00406,2,72099.9,3.58
ITEM000510,ORD000510,P00213,4,18367.69,30.51
ITEM000511,ORD000511,P00268,2,15798.63,25.79
ITEM000512,ORD000512,P00572,1,20465.02,33.72
ITEM000513,ORD000513,P00231,4,29394.48,8.76
ITEM000514,ORD000514,P00239,2,20376.32,5.51
ITEM000515,ORD000515,P00328,3,65376.64,25.37
ITEM000516,ORD000516,P00406,1,70812.34,11.59
ITEM000517,ORD000517,P00025,4,25571.47,1.61
ITEM000518,ORD000518,P00037,2,11851.04,19.66
ITEM000519,ORD000519,P00358,1,37463.34,14.72
ITEM000520,ORD000520,P00169,4,39251.66,21.45
ITEM000521,ORD000521,P00289,3,5426.57,20.44
ITEM000522,ORD000522,P00164,2,20272.46,10.25
ITEM000523,ORD000523,P00201,3,4135.64,15.71
ITEM000524,ORD000524,P00293,4,17801.77,24.13
ITEM000525,ORD000525,P00525,4,31073.72,4.51
ITEM000526,ORD000526,P00397,1,25277.71,34.97
ITEM000527,ORD000527,P00205,5,75062.72,11.94
ITEM000528,ORD000528,P00220,5,54323.99,14.44
ITEM000529,ORD000529,P00056,2,36709.21,35.38
ITEM000530,ORD000530,P00259,2,32325.98,12.4
ITEM000531,ORD000531,P00222,2,53310.49,8.25
ITEM000532,ORD000532,P00398,3,6265.4,15.63
ITEM000533,ORD000533,P00170,4,27029.41,23.87
ITEM000534,ORD000534,P00255,1,16434.81,35.38
ITEM000535,ORD000535,P00032,5,18859.92,0.45
ITEM000536,ORD000536,P00281,1,25786.78,15.26
ITEM000537,ORD000537,P00582,2,31715.27,14.72
ITEM000538,ORD000538,P00196,4,10714.29,14.91
ITEM000539,ORD000539,P00287,-4,18892.91,11.9
ITEM000540,ORD000540,P00036,1,41343.04,10.51
ITEM000541,ORD000541,P00210,1,86804.58,29.77
ITEM000542,ORD000542,P00032,4,20308.65,4.5
ITEM000543,ORD000543,P00241,4,68896.3,23.19
ITEM000544,ORD000544,P00571,3,47606.35,28.12
ITEM000545,ORD000545,P00492,1,18041.84,6.13
ITEM000546,ORD000546,P00067,4,72341.3,1.2
ITEM000547,ORD000547,P00510,4,4416.51,16.5
ITEM000548,ORD000548,P00014,5,29757.68,26.26
ITEM000549,ORD000549,P00288,3,51207.01,8.11
ITEM000550,ORD000550,P00274,-1,73893.5,38.53
ITEM000551,ORD000551,P00193,2,25658.28,32.41
ITEM000552,ORD000552,P00046,5,23569.0,17.41
ITEM000553,ORD000553,P00501,2,79818.18,29.7
ITEM000554,ORD000554,P00294,3,22544.44,14.69
ITEM000555,ORD000555,P00484,5,33820.52,26.34
ITEM000556,ORD000556,P00381,5,16712.36,12.83
ITEM000557,ORD000557,P00356,4,59567.61,16.07
ITEM000558,ORD000558,P00479,3,24576.68,5.91
ITEM000559,ORD000559,P00507,5,56061.25,38.46
ITEM000560,ORD000560,P00089,5,55291.17,5.51
ITEM000561,ORD000561,P00368,4,52466.81,21.57
ITEM000562,ORD000562,P00169,1,42126.46,36.73
ITEM000563,ORD000563,P00149,5,38406.31,25.31
ITEM000564,ORD000564,P00164,5,14914.5,32.65
ITEM000565,ORD000565,P00211,4,52629.71,16.76
ITEM000566,ORD000566,P00115,5,73367.0,20.78
ITEM000567,ORD000567,P00590,1,39301.8,22.02
ITEM000568,ORD000568,P00169,2,49618.54,31.51
ITEM000569,ORD000569,P00501,1,66203.98,33.46
ITEM000570,ORD000570,P00383,5,80419.93,20.92
ITEM000571,ORD000571,P00403,2,55652.08,29.99
ITEM000572,ORD000572,P00109,2,59843.1,18.15
ITEM000573,ORD000573,P00193,1,27967.63,38.77
ITEM000574,ORD000574,P00111,4,30733.9,2.89
ITEM000575,ORD000575,P00314,2,43868.97,12.11
ITEM000576,ORD000576,P00215,5,67813.81,38.06
ITEM000577,ORD000577,P00196,1,7353.44,11.83
ITEM000578,ORD000578,P00213,2,25464.28,27.22
ITEM000579,ORD000579,P00069,3,47659.39,4.76
ITEM000580,ORD000580,P00367,4,6483.98,23.9
ITEM000581,ORD000581,P00352,4,22912.24,12.15
ITEM000582,ORD000582,P00490,5,4814.66,27.16
ITEM000583,ORD000583,P00033,4,28296.09,1.24
ITEM000584,ORD000584,P00485,4,44826.7,30.79
ITEM000585,ORD000585,P00433,5,64880.73,14.04
ITEM000586,ORD000586,P00503,1,44168.53,38.51
ITEM000587,ORD000587,P00089,4,55259.53,3.68
ITEM000588,ORD000588,P00252,1,43335.46,29.96
ITEM000589,ORD000589,P00248,5,57446.69,1.37
ITEM000590,ORD000590,P00318,5,75713.7,34.19
ITEM000591,ORD000591,P00222,5,43450.89,0.41
ITEM000592,ORD000592,P00132,5,69201.0,31.23
ITEM000593,ORD000593,P00519,4,15872.3,7.25
ITEM000594,ORD000594,P00282,5,44366.88,37.0
ITEM000595,ORD000595,P00050,3,60391.22,27.93
ITEM000596,ORD000596,P00503,2,55990.31,11.74
ITEM000597,ORD000597,P00167,1,9375.69,13.26
ITEM000598,ORD000598,P00113,2,23945.44,3.07
ITEM000599,ORD000599,P00494,4,25600.05,15.49
ITEM000600,ORD000600,P00181,4,49139.06,7.31
ITEM000601,ORD000601,P00349,5,62047.05,9.15
ITEM000602,ORD000602,P00456,1,45121.95,5.57
ITEM000603,ORD000603,P00577,1,10115.21,14.67
ITEM000604,ORD000604,P00441,1,31563.64,35.91
ITEM000605,ORD000605,P00378,5,47183.25,18.95
ITEM000606,ORD000606,P00286,4,28841.86,16.89
ITEM000607,ORD000607,P00067,1,58987.24,37.95
ITEM000608,ORD000608,P00367,4,8085.55,36.77
ITEM000609,ORD000609,P00141,1,45451.45,3.46
ITEM000610,ORD000610,P00192,-2,35004.96,39.86
ITEM000611,ORD000611,P00383,5,58813.47,2.67
ITEM000612,ORD000612,P00190,5,67254.47,22.39
ITEM000613,ORD000613,P00238,2,28800.59,5.33
ITEM000614,ORD000614,P00401,1,19929.23,20.41
ITEM000615,ORD000615,P00013,1,25648.9,10.64
ITEM000616,ORD000616,P00544,1,17840.93,32.46
ITEM000617,ORD000617,P00328,2,81164.2,32.05
ITEM000618,ORD000618,P00194,4,20447.65,8.56
ITEM000619,ORD000619,P00177,4,65252.18,25.08
ITEM000620,ORD000620,P00073,2,29345.94,34.31
ITEM000621,ORD000621,P00149,1,41137.37,39.59
ITEM000622,ORD000622,P00075,5,23679.55,25.08
ITEM000623,ORD000623,P00424,3,18159.01,33.12
ITEM000624,ORD000624,P00417,1,56451.09,1.72
ITEM000625,ORD000625,P00329,4,13441.35,26.87
ITEM000626,ORD000626,P00383,4,64803.12,33.45
ITEM000627,ORD000627,P00231,2,37353.56,37.98
ITEM000628,ORD000628,P00522,4,47721.59,30.22
ITEM000629,ORD000629,P00162,2,11238.99,11.51
ITEM000630,ORD000630,P00077,4,43746.3,16.69
ITEM000631,ORD000631,P00576,-1,45286.05,31.08
ITEM000632,ORD000632,P00041,3,57159.15,11.23
ITEM000633,ORD000633,P00350,3,10097.44,24.21
ITEM000634,ORD000634,P00316,4,6227.87,15.44
ITEM000635,ORD000635,P00574,5,53491.28,31.43
ITEM000636,ORD000636,P00141,4,54366.78,27.66
ITEM000637,ORD000637,P00351,5,65792.56,25.25
ITEM000638,ORD000638,P00258,3,54094.51,34.99
ITEM000639,ORD000639,P00526,2,58240.72,36.23
ITEM000640,ORD000640,P00246,5,50203.22,38.89
ITEM000641,ORD000641,P00197,3,62349.46,16.46
ITEM000642,ORD000642,P00271,5,42026.3,26.36
ITEM000643,ORD000643,P00143,3,35197.42,27.44
ITEM000644,ORD000644,P00556,5,16517.7,31.92
ITEM000645,ORD000645,P00596,5,20634.67,28.98
ITEM000646,ORD000646,P00299,2,29363.24,31.6
ITEM000647,ORD000647,P00346,2,32109.16,32.38
ITEM000648,ORD000648,P00384,2,22075.25,28.68
ITEM000649,ORD000649,P00582,4,40081.43,5.85
ITEM000650,ORD000650,P00074,3,8492.27,15.06
ITEM000651,ORD000651,P00564,4,54160.84,7.56
ITEM000652,ORD000652,P00261,4,63598.01,39.63
ITEM000653,ORD000653,P00598,3,47369.34,16.82
ITEM000654,ORD000654,P00273,1,25586.96,25.12
ITEM000655,ORD000655,P00502,5,11718.63,17.49
ITEM000656,ORD000656,P00321,1,19649.87,4.92
ITEM000657,ORD000657,P00056,1,41521.8,11.09
ITEM000658,ORD000658,P00562,5,61039.98,31.35
ITEM000659,ORD000659,P00434,2,23361.7,26.41
ITEM000660,ORD000660,P00062,1,20808.29,39.07
ITEM000661,ORD000661,P00284,3,55627.55,9.22
ITEM000662,ORD000662,P00585,3,5078.4,14.14
ITEM000663,ORD000663,P00243,2,20581.78,23.36
ITEM000664,ORD000664,P00226,2,7738.98,33.0
ITEM000665,ORD000665,P00209,5,32844.39,38.18
ITEM000666,ORD000666,P00094,5,45511.91,39.15
ITEM000667,ORD000667,P00277,4,52003.6,9.85
ITEM000668,ORD000668,P00417,2,44053.46,24.38
ITEM000669,ORD000669,P00178,2,29526.5,0.13
ITEM000670,ORD000670,P00316,4,6431.78,23.99
ITEM000671,ORD000671,P00396,4,48349.45,4.01
ITEM000672,ORD000672,P00084,4,13471.57,17.7
ITEM000673,ORD000673,P00394,5,71296.84,0.92
ITEM000674,ORD000674,P00279,2,52180.2,19.66
ITEM000675,ORD000675,P00537,3,25431.06,19.96
ITEM000676,ORD000676,P00398,4,6724.41,14.92
ITEM000677,ORD000677,P00080,5,45375.25,27.33
ITEM000678,ORD000678,P00173,4,47891.49,12.57
ITEM000679,ORD000679,P00415,3,34558.53,11.63
ITEM000680,ORD000680,P00237,4,52803.46,18.79
ITEM000681,ORD000681,P00025,5,21883.53,27.9
ITEM000682,ORD000682,P00464,1,31081.44,13.81
ITEM000683,ORD000683,P00391,1,37300.3,28.97
ITEM000684,ORD000684,P00435,1,62980.69,13.93
ITEM000685,ORD000685,P00276,3,73642.0,10.39
ITEM000686,ORD000686,P00162,2,9272.06,23.42
ITEM000687,ORD000687,P00530,5,30933.94,7.83
ITEM000688,ORD000688,P00038,4,44585.63,30.43
ITEM000689,ORD000689,P00093,2,22430.04,27.81
ITEM000690,ORD000690,P00052,3,21206.58,37.28
ITEM000691,ORD000691,P00464,2,29563.8,34.34
ITEM000692,ORD000692,P00286,2,24395.18,12.46
ITEM000693,ORD000693,P00534,1,62741.13,3.69
ITEM000694,ORD000694,P00054,5,9016.5,31.37
ITEM000695,ORD000695,P00181,3,64473.16,37.68
ITEM000696,ORD000696,P00172,2,44203.61,38.45
ITEM000697,ORD000697,P00079,1,40015.17,10.76
ITEM000698,ORD000698,P00184,5,57695.38,18.5
ITEM000699,ORD000699,P00378,2,48487.88,37.29
ITEM000700,ORD000700,P00252,1,40571.89,6.87
ITEM000701,ORD000701,P00279,5,50723.19,20.04
ITEM000702,ORD000702,P00059,4,23283.81,1.93
ITEM000703,ORD000703,P00160,2,44555.61,24.36
ITEM000704,ORD000704,P00377,5,3073.32,18.5
ITEM000705,ORD000705,P00466,2,68100.5,28.54
ITEM000706,ORD000706,P00166,5,32067.86,2.68
ITEM000707,ORD000707,P00387,2,6666.35,18.43
ITEM000708,ORD000708,P00502,4,14804.3,29.05
ITEM000709,ORD000709,P00538,4,63308.04,37.73
ITEM000710,ORD000710,P00363,5,11958.29,33.51
ITEM000711,ORD000711,P00415,3,39774.12,16.31
ITEM000712,ORD000712,P00516,4,25419.82,1.46
ITEM000713,ORD000713,P00076,5,53640.49,33.68
ITEM000714,ORD000714,P00119,5,38339.35,15.3
ITEM000715,ORD000715,P00307,3,22288.42,19.49
ITEM000716,ORD000716,P00017,2,24557.49,25.54
ITEM000717,ORD000717,P00151,4,43953.12,31.62
ITEM000718,ORD000718,P00144,3,36724.0,5.69
ITEM000719,ORD000719,P00233,4,641.48,15.97
ITEM000720,ORD000720,P00477,3,34134.54,18.53
ITEM000721,ORD000721,P00426,1,26768.95,5.82
ITEM000722,ORD000722,P00104,3,2357.97,14.02
ITEM000723,ORD000723,P00396,4,44685.23,11.76
ITEM000724,ORD000724,P00525,5,35841.78,37.36
ITEM000725,ORD000725,P00491,1,52616.91,7.74
ITEM000726,ORD000726,P00519,2,15310.72,4.05
ITEM000727,ORD000727,P00576,3,32460.01,20.38
ITEM000728,ORD000728,P00534,3,55515.37,16.14
ITEM000729,ORD000729,P00472,3,16625.95,11.4
ITEM000730,ORD000730,P00053,5,14999.71,35.34
ITEM000731,ORD000731,P00500,4,6279.7,1.45
ITEM000732,ORD000732,P00562,5,68920.57,39.95
ITEM000733,ORD000733,P00158,4,18553.55,28.57
ITEM000734,ORD000734,P00274,2,56462.51,36.6
ITEM000735,ORD000735,P00096,5,28080.44,15.78
ITEM000736,ORD000736,P00043,1,28254.31,38.14
ITEM000737,ORD000737,P00200,4,57147.76,16.7
ITEM000738,ORD000738,P00156,4,30605.86,10.21
ITEM000739,ORD000739,P00216,1,8533.92,6.54
ITEM000740,ORD000740,P00039,3,31923.17,31.48
ITEM000741,ORD000741,P00225,4,37455.18,6.62
ITEM000742,ORD000742,P00506,1,48989.27,18.38
ITEM000743,ORD000743,P00351,5,72437.39,14.88
ITEM000744,ORD000744,P00481,3,13198.49,21.92
ITEM000745,ORD000745,P00339,3,10202.84,26.71
ITEM000746,ORD000746,P00533,3,20858.19,31.13
ITEM000747,ORD000747,P00252,2,51040.55,17.35
ITEM000748,ORD000748,P00279,3,53416.7,12.02
ITEM000749,ORD000749,P00415,1,47912.17,12.01
ITEM000750,ORD000750,P00264,1,61251.01,22.2
ITEM000751,ORD000751,P00225,2,30664.97,6.13
ITEM000752,ORD000752,P00101,5,41170.17,16.51
ITEM000753,ORD000753,P00410,4,40966.92,11.96
ITEM000754,ORD000754,P00249,2,52058.49,37.94
ITEM000755,ORD000755,P00068,3,51660.84,2.28
ITEM000756,ORD000756,P00416,4,38449.53,18.93
ITEM000757,ORD000757,P00032,3,29183.61,4.73
ITEM000758,ORD000758,P00242,4,9005.3,19.67
ITEM000759,ORD000759,P00406,5,60735.88,17.2
ITEM000760,ORD000760,P00241,3,51213.6,32.18
ITEM000761,ORD000761,P00345,2,19796.94,23.74
ITEM000762,ORD000762,P00085,1,16798.15,31.85
ITEM000763,ORD000763,P00009,2,68052.14,19.71
ITEM000764,ORD000764,P00095,2,58651.95,0.08
ITEM000765,ORD000765,P00182,1,50570.34,39.35
ITEM000766,ORD000766,P00376,3,75212.56,3.5
ITEM000767,ORD000767,P00170,3,25052.75,1.56
ITEM000768,ORD000768,P00597,1,87428.24,24.57
ITEM000769,ORD000769,P00197,2,73672.23,32.97
ITEM000770,ORD000770,P00503,1,41619.07,11.66
ITEM000771,ORD000771,P00539,1,40435.26,11.38
ITEM000772,ORD000772,P00067,4,70030.59,10.4
ITEM000773,ORD000773,P00528,1,6480.87,8.95
ITEM000774,ORD000774,P00291,1,965.71,13.55
ITEM000775,ORD000775,P00167,4,11994.36,14.35
ITEM000776,ORD000776,P00522,3,40137.95,28.23
ITEM000777,ORD000777,P00411,4,66293.83,9.41
ITEM000778,ORD000778,P00317,-3,5043.39,18.45
ITEM000779,ORD000779,P00159,1,37938.01,23.51
ITEM000780,ORD000780,P00121,2,25053.32,17.96
ITEM000781,ORD000781,P00153,1,52918.33,13.31
ITEM000782,ORD000782,P00328,5,60428.35,19.26
ITEM000783,ORD000783,P00420,1,66483.08,26.73
ITEM000784,ORD000784,P00566,5,61347.83,28.36
ITEM000785,ORD000785,P00485,1,37330.17,15.63
ITEM000786,ORD000786,P00354,1,29762.79,33.64
ITEM000787,ORD000787,P00259,4,27288.37,19.9
ITEM000788,ORD000788,P00408,3,54915.11,32.63
ITEM000789,ORD000789,P00433,3,74881.77,30.06
ITEM000790,ORD000790,P00189,1,34076.22,6.57
ITEM000791,ORD000791,P00257,4,53604.74,35.02
ITEM000792,ORD000792,P00343,2,29262.56,5.61
ITEM000793,ORD000793,P00526,5,63874.97,11.11
ITEM000794,ORD000794,P00208,2,69058.33,30.83
ITEM000795,ORD000795,P00370,3,71300.91,14.92
ITEM000796,ORD000796,P00003,1,48904.72,32.97
ITEM000797,ORD000797,P00514,2,31014.79,13.3
ITEM000798,ORD000798,P00518,3,66846.9,35.58
ITEM000799,ORD000799,P00202,4,51370.36,29.25
ITEM000800,ORD000800,P00041,4,78391.22,23.64
ITEM000801,ORD000801,P00298,5,15678.64,18.26
ITEM000802,ORD000802,P00292,3,20157.9,23.57
ITEM000803,ORD000803,P00065,4,56659.45,16.69
ITEM000804,ORD000804,P00475,5,53391.81,36.92
ITEM000805,ORD000805,P00229,4,5127.2,35.66
ITEM000806,ORD000806,P00040,2,57848.83,23.18
ITEM000807,ORD000807,P00405,3,20379.96,9.17
ITEM000808,ORD000808,P00228,4,13622.97,0.09
ITEM000809,ORD000809,P00049,1,48038.43,10.95
ITEM000810,ORD000810,P00560,4,40989.14,34.74
ITEM000811,ORD000811,P00314,5,42125.57,19.87
ITEM000812,ORD000812,P00595,2,27623.41,22.09
ITEM000813,ORD000813,P00119,2,38671.77,15.56
ITEM000814,ORD000814,P00337,2,13133.49,8.01
ITEM000815,ORD000815,P00440,1,42427.63,9.82
ITEM000816,ORD000816,P00492,1,13090.62,37.24
ITEM000817,ORD000817,P00265,2,27524.82,26.87
ITEM000818,ORD000818,P00426,2,36502.18,8.16
ITEM000819,ORD000819,P00168,3,36985.44,37.27
ITEM000820,ORD000820,P00317,5,6404.76,25.56
ITEM000821,ORD000821,P00079,2,41728.67,34.12
ITEM000822,ORD000822,P00004,2,39604.01,30.81
ITEM000823,ORD000823,P00277,2,51660.41,18.05
ITEM000824,ORD000824,P00125,5,71588.67,31.18
ITEM000825,ORD000825,P00477,5,23558.34,26.72
ITEM000826,ORD000826,P00285,1,16250.76,3.68
ITEM000827,ORD000827,P00181,4,72341.95,21.81
ITEM000828,ORD000828,P00257,1,79936.35,24.81
ITEM000829,ORD000829,P00089,1,52536.4,13.68
ITEM000830,ORD000830,P00535,5,33652.19,39.64
ITEM000831,ORD000831,P00360,1,3835.62,15.57
ITEM000832,ORD000832,P00443,1,5341.47,31.03
ITEM000833,ORD000833,P00413,2,56757.03,24.84
ITEM000834,ORD000834,P00496,5,76113.75,2.68
ITEM000835,ORD000835,P00233,4,748.57,18.31
ITEM000836,ORD000836,P00330,3,15243.79,1.68
ITEM000837,ORD000837,P00464,2,24974.74,14.22
ITEM000838,ORD000838,P00382,3,17369.69,33.5
ITEM000839,ORD000839,P00323,4,44281.39,33.72
ITEM000840,ORD000840,P00534,5,81331.61,23.72
ITEM000841,ORD000841,P00485,4,40982.42,22.06
ITEM000842,ORD000842,P00349,1,56384.13,1.3
ITEM000843,ORD000843,P00325,2,42445.1,32.89
ITEM000844,ORD000844,P00301,1,6365.86,2.2
ITEM000845,ORD000845,P00308,2,22847.98,32.63
ITEM000846,ORD000846,P00157,3,4091.97,16.48
ITEM000847,ORD000847,P00077,5,38990.64,19.93
ITEM000848,ORD000848,P00308,4,16064.39,39.25
ITEM000849,ORD000849,P00336,-2,52641.59,34.78
ITEM000850,ORD000850,P00538,5,54248.4,4.0
ITEM000851,ORD000851,P00117,1,67482.35,30.72
ITEM000852,ORD000852,P00326,1,19126.52,8.49
ITEM000853,ORD000853,P00081,2,52141.91,12.46
ITEM000854,ORD000854,P00564,5,85449.7,3.19
ITEM000855,ORD000855,P00563,5,49271.47,21.84
ITEM000856,ORD000856,P00566,3,54731.4,16.15
ITEM000857,ORD000857,P00042,3,39280.61,16.81
ITEM000858,ORD000858,P00342,3,28167.48,5.48
ITEM000859,ORD000859,P00097,5,27169.98,35.66
ITEM000860,ORD000860,P00044,4,536.76,16.24
ITEM000861,ORD000861,P00110,3,30056.44,37.59
ITEM000862,ORD000862,P00254,1,23508.03,7.41
ITEM000863,ORD000863,P00583,1,13658.89,0.67
ITEM000864,ORD000864,P00224,2,46044.56,38.29
ITEM000865,ORD000865,P00522,2,55116.25,0.21
ITEM000866,ORD000866,P00536,3,1615.78,29.19
ITEM000867,ORD000867,P00193,4,24045.64,2.37
ITEM000868,ORD000868,P00217,5,28337.04,7.7
ITEM000869,ORD000869,P00541,3,23155.23,16.18
ITEM000870,ORD000870,P00422,5,48059.79,9.96
ITEM000871,ORD000871,P00128,4,55133.71,24.21
ITEM000872,ORD000872,P00002,1,32115.53,7.65
ITEM000873,ORD000873,P00260,2,16450.49,32.58
ITEM000874,ORD000874,P00595,1,33305.27,9.95
ITEM000875,ORD000875,P00042,2,40531.56,29.8
ITEM000876,ORD000876,P00074,4,8535.0,8.73
ITEM000877,ORD000877,P00116,5,29916.3,8.41
ITEM000878,ORD000878,P00114,1,37791.68,13.65
ITEM000879,ORD000879,P00458,2,6462.32,25.92
ITEM000880,ORD000880,P00127,3,17543.25,16.45
ITEM000881,ORD000881,P00532,3,56246.54,8.06
ITEM000882,ORD000882,P00150,2,65362.31,7.52
ITEM000883,ORD000883,P00249,4,48876.25,10.96
ITEM000884,ORD000884,P00051,-3,29637.39,18.54
ITEM000885,ORD000885,P00063,1,37262.35,20.97
ITEM000886,ORD000886,P00209,4,25249.6,11.49
ITEM000887,ORD000887,P00291,-3,859.38,30.76
ITEM000888,ORD000888,P00485,5,31565.39,18.18
ITEM000889,ORD000889,P00311,2,30039.74,27.54
ITEM000890,ORD000890,P00283,4,69579.43,10.79
ITEM000891,ORD000891,P00492,2,15743.93,5.34
ITEM000892,ORD000892,P00241,4,55202.67,39.46
ITEM000893,ORD000893,P00565,5,30184.32,5.79
ITEM000894,ORD000894,P00275,3,2108.06,27.6
ITEM000895,ORD000895,P00279,5,50428.72,29.86
ITEM000896,ORD000896,P00021,1,5167.68,35.39
ITEM000897,ORD000897,P00248,3,40993.36,9.77
ITEM000898,ORD000898,P00570,5,23986.0,36.98
ITEM000899,ORD000899,P00188,4,71019.53,0.13
ITEM000900,ORD000900,P00021,3,5654.19,30.79
ITEM000901,ORD000901,P00430,5,18829.43,19.24
ITEM000902,ORD000902,P00192,1,39976.14,28.84
ITEM000903,ORD000903,P00436,3,36469.62,10.88
ITEM000904,ORD000904,P00205,4,72919.75,38.43
ITEM000905,ORD000905,P00579,5,56491.6,15.2
ITEM000906,ORD000906,P00201,2,3175.63,34.31
ITEM000907,ORD000907,P00366,4,55036.06,21.3
ITEM000908,ORD000908,P00505,2,6573.01,22.5
ITEM000909,ORD000909,P00079,1,36470.24,5.48
ITEM000910,ORD000910,P00421,1,23471.91,16.49
ITEM000911,ORD000911,P00075,1,30720.39,39.04
ITEM000912,ORD000912,P00452,2,28468.18,8.58
ITEM000913,ORD000913,P00380,1,36942.75,0.47
ITEM000914,ORD000914,P00419,1,30169.03,25.72
ITEM000915,ORD000915,P00461,2,7138.03,36.94
ITEM000916,ORD000916,P00122,1,61270.5,31.64
ITEM000917,ORD000917,P00550,2,45747.76,27.56
ITEM000918,ORD000918,P00555,2,12582.71,27.83
ITEM000919,ORD000919,P00007,4,40444.84,8.65
ITEM000920,ORD000920,P00422,3,43210.89,20.15
ITEM000921,ORD000921,P00235,5,7918.47,17.08
ITEM000922,ORD000922,P00358,3,40451.76,22.25
ITEM000923,ORD000923,P00169,1,50826.09,39.23
ITEM000924,ORD000924,P00586,1,47205.98,7.7
ITEM000925,ORD000925,P00161,2,10863.14,29.3
ITEM000926,ORD000926,P00201,2,2962.82,11.8
ITEM000927,ORD000927,P00063,4,28866.2,5.38
ITEM000928,ORD000928,P00121,2,28917.29,30.26
ITEM000929,ORD000929,P00307,4,24105.43,2.53
ITEM000930,ORD000930,P00163,4,22070.15,6.86
ITEM000931,ORD000931,P00036,5,38541.47,33.72
ITEM000932,ORD000932,P00431,1,2655.7,6.3
ITEM000933,ORD000933,P00075,2,27093.67,17.38
ITEM000934,ORD000934,P00171,3,6187.62,28.55
ITEM000935,ORD000935,P00544,5,23509.15,36.69
ITEM000936,ORD000936,P00338,4,885.83,39.89
ITEM000937,ORD000937,P00546,5,37397.38,17.96
ITEM000938,ORD000938,P00177,5,73964.64,17.8
ITEM000939,ORD000939,P00324,3,49584.04,37.05
ITEM000940,ORD000940,P00021,2,4777.81,15.02
ITEM000941,ORD000941,P00549,4,24694.36,34.99
ITEM000942,ORD000942,P00119,2,38287.72,9.19
ITEM000943,ORD000943,P00547,1,2330.93,15.78
ITEM000944,ORD000944,P00595,2,21309.52,7.19
ITEM000945,ORD000945,P00238,2,30360.51,2.03
ITEM000946,ORD000946,P00557,1,15398.0,22.09
ITEM000947,ORD000947,P00348,5,64492.99,10.39
ITEM000948,ORD000948,P00341,5,29728.96,7.13
ITEM000949,ORD000949,P00438,4,49296.35,8.21
ITEM000950,ORD000950,P00226,1,6802.17,24.99
ITEM000951,ORD000951,P00074,4,11479.29,21.87
ITEM000952,ORD000952,P00330,4,14946.95,11.05
ITEM000953,ORD000953,P00346,1,20954.25,0.46
ITEM000954,ORD000954,P00028,1,79242.27,28.92
ITEM000955,ORD000955,P00086,3,11469.22,29.69
ITEM000956,ORD000956,P00600,1,17842.91,7.62
ITEM000957,ORD000957,P00101,4,46676.11,21.56
ITEM000958,ORD000958,P00381,1,18664.32,29.94
ITEM000959,ORD000959,P00027,2,71715.6,12.51
ITEM000960,ORD000960,P00118,5,59010.72,30.1
ITEM000961,ORD000961,P00268,2,14452.99,32.51
ITEM000962,ORD000962,P00591,5,57839.6,19.65
ITEM000963,ORD000963,P00079,2,29822.84,30.53
ITEM000964,ORD000964,P00514,5,41058.73,12.56
ITEM000965,ORD000965,P00481,1,12769.09,18.69
ITEM000966,ORD000966,P00046,5,15866.75,26.48
ITEM000967,ORD000967,P00252,4,40996.97,13.66
ITEM000968,ORD000968,P00371,5,921.81,6.0
ITEM000969,ORD000969,P00387,5,7185.28,16.52
ITEM000970,ORD000970,P00276,5,53363.12,12.87
ITEM000971,ORD000971,P00051,3,35417.51,6.81
ITEM000972,ORD000972,P00591,4,64979.06,22.1
ITEM000973,ORD000973,P00041,-4,50222.93,8.32
ITEM000974,ORD000974,P00421,5,32074.62,22.33
ITEM000975,ORD000975,P00364,1,63475.54,31.14
ITEM000976,ORD000976,P00539,2,28555.95,2.43
ITEM000977,ORD000977,P00049,1,49310.51,10.11
ITEM000978,ORD000978,P00542,1,48809.75,36.61
ITEM000979,ORD000979,P00006,3,76718.95,10.35
ITEM000980,ORD000980,P00182,5,74743.38,19.94
ITEM000981,ORD000981,P00255,5,13260.87,28.73
ITEM000982,ORD000982,P00193,5,25182.44,15.99
ITEM000983,ORD000983,P00249,2,53243.22,5.66
ITEM000984,ORD000984,P00410,5,43100.16,29.04
ITEM000985,ORD000985,P00535,5,42248.52,26.68
ITEM000986,ORD000986,P00315,4,10098.52,0.83
ITEM000987,ORD000987,P00430,2,19094.83,29.01
ITEM000988,ORD000988,P00542,4,35399.33,12.38
ITEM000989,ORD000989,P00258,1,43900.02,1.63
ITEM000990,ORD000990,P00400,3,32609.61,25.27
ITEM000991,ORD000991,P00161,3,11844.89,14.95
ITEM000992,ORD000992,P00298,1,10732.47,31.55
ITEM000993,ORD000993,P00378,3,59476.89,7.48
ITEM000994,ORD000994,P00197,1,66855.85,18.79
ITEM000995,ORD000995,P00316,4,7067.03,34.52
